Product Name,Category,Purchase Date,Quantity,Price,CustomerID,zipcode,discountApplied,Cluster
Dining Table,Home & Living,2022-12-17,5,226.04,4165,98312,False,1
Shampoo,Beauty & Health,2022-12-04,1,404.08,4165,98312,False,0
Shirt,Fashion,2023-05-09,4,803.47,7763,64930,True,2
Smartphone,Electronics,2023-06-01,5,701.17,9550,84221,False,1
Bed,Home & Living,2023-02-10,2,33.74,9550,84221,False,0
Smartwatch,Electronics,2023-05-02,4,17.51,9550,84221,True,1
Camping Tent,Sports & Outdoors,2023-01-26,4,256.97,4439,32795,False,1
Shoes,Fashion,2022-12-24,3,389.23,4439,32795,True,0
Shirt,Fashion,2023-04-03,1,995.5,4439,32795,True,2
Perfume,Beauty & Health,2023-05-23,5,918.92,4439,32795,True,1
Body Lotion,Beauty & Health,2023-09-07,5,867.6,3321,36833,True,1
Handbag,Fashion,2023-03-10,1,370.36,3321,36833,True,0
Smartphone,Electronics,2023-08-19,1,846.93,3321,36833,True,2
Smartwatch,Electronics,2023-02-25,4,863.46,3321,36833,True,2
Shirt,Fashion,2023-05-24,4,263.73,8450,51850,False,1
Mystery Novel,Books,2023-09-15,4,799.63,8450,51850,True,2
Handbag,Fashion,2023-04-29,5,494.36,9610,30415,False,1
Headphones,Electronics,2023-04-15,2,72.76,9610,30415,False,0
Sunglasses,Fashion,2023-10-10,5,925.33,9610,30415,True,1
Biography,Books,2023-08-23,5,147.85,9610,30415,True,1
Nail Polish,Beauty & Health,2023-03-16,3,973.55,9610,30415,False,2
Headphones,Electronics,2023-10-10,1,569.67,2787,83522,False,0
Dress,Fashion,2023-10-21,3,500.08,2787,83522,False,0
Dining Table,Home & Living,2023-08-12,2,649.92,2787,83522,False,2
Mystery Novel,Books,2023-05-13,4,28.31,1681,21718,True,1
Camera,Electronics,2022-12-06,4,100.36,1681,21718,False,1
Biography,Books,2022-11-30,3,424.21,1681,21718,True,0
Science Fiction,Books,2022-12-02,4,412.93,1681,21718,False,1
Bed,Home & Living,2023-04-30,3,146.58,1681,21718,True,0
Lipstick,Beauty & Health,2023-08-16,3,276.09,9842,59180,True,0
Cycling Helmet,Sports & Outdoors,2023-07-10,2,702.37,9842,59180,True,2
Basketball,Sports & Outdoors,2022-12-27,5,188.86,9970,36907,False,1
Sofa,Home & Living,2022-11-27,2,392.76,9970,36907,False,0
Handbag,Fashion,2023-05-09,3,887.53,9970,36907,True,2
Dress,Fashion,2023-09-02,1,301.61,9970,36907,False,0
Cookware,Home & Living,2022-11-30,3,245.91,9970,36907,False,0
Tennis Racket,Sports & Outdoors,2022-11-04,1,243.97,5854,73922,True,0
Lamp,Home & Living,2023-03-22,2,520.37,5854,73922,False,0
Shampoo,Beauty & Health,2023-09-09,1,232.37,5854,73922,False,0
Smartwatch,Electronics,2023-04-20,4,848.36,5854,73922,False,2
Cookware,Home & Living,2023-09-03,5,223.84,2458,43265,False,1
Cookware,Home & Living,2023-05-21,3,905.38,2458,43265,False,2
Smartphone,Electronics,2023-08-21,1,761.2,2458,43265,False,2
Basketball,Sports & Outdoors,2023-02-26,5,979.23,8990,68748,False,1
Shampoo,Beauty & Health,2023-02-20,1,147.51,8990,68748,True,0
Nail Polish,Beauty & Health,2023-08-26,4,939.51,7776,83263,True,2
Laptop,Electronics,2023-09-29,1,311.15,4923,1119,True,0
Bed,Home & Living,2023-10-17,4,587.96,4923,1119,False,1
Lamp,Home & Living,2023-06-10,3,558.02,4923,1119,True,2
Mystery Novel,Books,2023-06-04,3,573.75,9997,55475,True,2
Nail Polish,Beauty & Health,2022-11-06,3,62.94,9997,55475,True,0
Tennis Racket,Sports & Outdoors,2023-07-31,2,48.27,9997,55475,False,0
Shampoo,Beauty & Health,2023-03-31,5,587.14,9997,55475,True,1
Romance Novel,Books,2023-02-06,5,242.42,9997,55475,False,1
Bed,Home & Living,2023-01-04,3,787.52,1494,62571,False,2
Tennis Racket,Sports & Outdoors,2022-11-02,4,805.11,1494,62571,True,2
Dress,Fashion,2023-08-13,2,507.94,8130,16038,False,0
Smartwatch,Electronics,2023-09-21,1,975.39,8130,16038,False,2
Perfume,Beauty & Health,2023-07-30,5,362.1,8130,16038,False,1
Yoga Mat,Sports & Outdoors,2023-06-28,5,199.09,8130,16038,True,1
Camping Tent,Sports & Outdoors,2023-05-28,2,784.38,3382,87134,False,2
Camera,Electronics,2023-03-27,5,927.26,3382,87134,True,1
Laptop,Electronics,2023-05-04,5,542.69,3382,87134,True,1
Smartwatch,Electronics,2023-04-26,2,419.63,3382,87134,False,0
Biography,Books,2023-09-16,5,368.27,4361,51582,False,1
Mystery Novel,Books,2023-06-11,5,39.72,4361,51582,False,1
History,Books,2023-08-09,1,994.69,5098,12535,False,2
Camping Tent,Sports & Outdoors,2023-09-22,4,100.96,6726,45913,False,1
Cookware,Home & Living,2022-11-11,1,891.06,6726,45913,True,2
Sunglasses,Fashion,2023-02-24,2,593.88,2456,10722,True,2
Cookware,Home & Living,2023-09-21,4,979.5,2456,10722,False,2
Sunglasses,Fashion,2023-06-26,1,663.0,2456,10722,True,2
Cookware,Home & Living,2023-07-19,1,620.1,2456,10722,True,2
Headphones,Electronics,2023-03-25,1,271.04,2456,10722,True,0
Basketball,Sports & Outdoors,2023-02-07,2,130.58,6780,44922,True,0
Cycling Helmet,Sports & Outdoors,2023-06-20,4,13.86,6780,44922,False,1
Camping Tent,Sports & Outdoors,2022-11-21,2,586.07,8824,78509,False,2
Sofa,Home & Living,2023-05-19,2,208.22,8824,78509,False,0
Smartphone,Electronics,2023-09-26,4,847.88,9928,11682,True,2
Sofa,Home & Living,2023-02-20,4,70.43,9928,11682,True,1
History,Books,2023-05-26,4,486.49,9928,11682,True,1
Biography,Books,2022-12-18,4,790.11,3485,93869,True,2
Shoes,Fashion,2022-11-23,4,903.54,3485,93869,False,2
Sunglasses,Fashion,2023-05-25,5,425.28,6161,87209,True,1
Shirt,Fashion,2023-06-01,4,75.01,6161,87209,False,1
Camera,Electronics,2023-07-30,2,31.31,6161,87209,False,0
Mystery Novel,Books,2023-08-06,1,787.14,6161,87209,False,2
Dining Table,Home & Living,2023-04-06,2,259.54,4883,63018,True,0
Sofa,Home & Living,2023-01-15,4,156.35,4883,63018,False,1
Perfume,Beauty & Health,2023-07-24,2,531.93,1466,32015,False,0
Romance Novel,Books,2023-04-28,2,558.9,1466,32015,False,2
Sofa,Home & Living,2023-08-01,3,136.54,8851,39957,False,0
Romance Novel,Books,2023-10-07,1,199.06,1093,11059,True,0
Smartwatch,Electronics,2023-02-06,2,388.08,1093,11059,False,0
Camera,Electronics,2023-05-14,5,167.77,1093,11059,False,1
Sunglasses,Fashion,2023-06-26,5,826.45,3037,24464,False,1
Tennis Racket,Sports & Outdoors,2023-10-12,4,141.75,3037,24464,True,1
Laptop,Electronics,2023-04-17,2,598.97,3037,24464,True,2
Smartphone,Electronics,2023-06-09,5,412.02,3037,24464,False,1
Dining Table,Home & Living,2023-08-16,1,374.41,1071,60134,True,0
Shampoo,Beauty & Health,2023-01-28,3,123.61,1071,60134,False,0
Science Fiction,Books,2023-03-20,2,315.03,1071,60134,False,0
Laptop,Electronics,2023-06-14,3,950.09,1071,60134,False,2
Body Lotion,Beauty & Health,2022-11-03,5,709.39,1071,60134,True,1
Basketball,Sports & Outdoors,2023-07-25,5,712.86,6702,51010,False,1
Cycling Helmet,Sports & Outdoors,2022-11-12,3,277.83,6702,51010,False,0
Lamp,Home & Living,2023-01-31,3,411.25,9176,72861,False,0
Camping Tent,Sports & Outdoors,2023-01-24,5,871.01,9176,72861,True,1
Bed,Home & Living,2023-01-16,5,659.67,2819,77614,True,1
Tennis Racket,Sports & Outdoors,2023-05-16,5,837.87,2819,77614,False,1
Mystery Novel,Books,2023-01-01,1,956.28,2819,77614,False,2
Romance Novel,Books,2023-08-29,4,654.74,2819,77614,False,1
Cookware,Home & Living,2023-02-15,5,741.3,2819,77614,False,1
Headphones,Electronics,2023-04-07,5,238.68,4756,95190,False,1
Camping Tent,Sports & Outdoors,2022-11-04,1,976.25,4756,95190,True,2
Mystery Novel,Books,2023-04-01,2,273.72,4756,95190,True,0
Yoga Mat,Sports & Outdoors,2023-03-31,1,14.56,4756,95190,True,0
Sofa,Home & Living,2022-11-04,4,320.94,2411,4653,False,1
Biography,Books,2023-04-02,2,454.25,2411,4653,False,0
Dining Table,Home & Living,2023-05-09,2,823.64,2411,4653,True,2
Cycling Helmet,Sports & Outdoors,2023-01-10,1,346.42,2411,4653,True,0
Cycling Helmet,Sports & Outdoors,2023-02-05,3,387.62,2411,4653,True,0
Sofa,Home & Living,2022-11-11,4,696.96,1234,86183,False,1
Sofa,Home & Living,2022-11-21,3,311.08,6723,25993,False,0
Smartphone,Electronics,2023-04-13,1,838.69,6723,25993,True,2
Perfume,Beauty & Health,2023-07-23,3,75.05,7412,40255,True,0
Headphones,Electronics,2023-05-07,5,113.63,7412,40255,False,1
Mystery Novel,Books,2023-10-12,2,123.81,6097,95938,False,0
Body Lotion,Beauty & Health,2023-08-16,3,363.71,6097,95938,False,0
Camping Tent,Sports & Outdoors,2023-05-19,5,643.88,6960,69320,False,1
Lamp,Home & Living,2022-11-24,4,382.16,6960,69320,True,1
Dress,Fashion,2023-08-15,2,450.36,6960,69320,False,0
Laptop,Electronics,2023-08-01,4,404.49,6398,16337,False,1
Bed,Home & Living,2023-06-23,4,615.11,6398,16337,True,1
Cookware,Home & Living,2022-10-31,1,944.22,6398,16337,False,2
Romance Novel,Books,2023-09-21,2,796.25,6398,16337,True,2
Lipstick,Beauty & Health,2022-12-30,1,776.6,1675,25438,False,2
Cycling Helmet,Sports & Outdoors,2023-09-12,2,206.01,1675,25438,False,0
Dress,Fashion,2022-11-20,3,645.4,1675,25438,True,2
Lamp,Home & Living,2023-04-16,3,96.26,1675,25438,True,0
Shoes,Fashion,2023-04-29,3,745.39,3241,84326,True,2
Cycling Helmet,Sports & Outdoors,2023-07-21,1,159.54,8476,25296,True,0
Body Lotion,Beauty & Health,2022-11-25,2,955.9,8476,25296,True,2
Lamp,Home & Living,2023-02-15,1,540.15,8476,25296,True,0
History,Books,2022-12-09,3,114.66,7385,35347,False,0
Shoes,Fashion,2022-12-08,1,843.93,7385,35347,True,2
Lipstick,Beauty & Health,2023-09-06,2,67.19,7385,35347,False,0
Sunglasses,Fashion,2023-01-24,1,979.84,7385,35347,False,2
Bed,Home & Living,2023-08-04,3,544.35,3883,92291,True,2
Bed,Home & Living,2022-11-29,5,916.17,3883,92291,True,1
Smartwatch,Electronics,2023-08-01,1,587.73,3883,92291,False,2
Dining Table,Home & Living,2022-11-04,5,208.85,3883,92291,True,1
Cookware,Home & Living,2023-08-15,1,841.59,1559,80137,False,2
Bed,Home & Living,2023-01-26,3,759.1,2881,5637,True,2
Mystery Novel,Books,2023-10-07,1,491.11,2881,5637,False,0
Camera,Electronics,2023-01-14,1,314.78,2714,28374,False,0
Headphones,Electronics,2023-07-31,3,98.0,2714,28374,False,0
Headphones,Electronics,2022-12-17,5,224.65,2714,28374,False,1
Mystery Novel,Books,2023-10-25,3,857.11,6150,11857,False,2
Nail Polish,Beauty & Health,2023-08-27,5,272.29,6150,11857,True,1
Shirt,Fashion,2022-11-02,1,640.54,6150,11857,True,2
Science Fiction,Books,2022-11-25,4,567.12,6150,11857,False,1
Shoes,Fashion,2023-05-11,1,318.04,6150,11857,True,0
Camera,Electronics,2023-08-09,2,217.6,5855,25984,True,0
Basketball,Sports & Outdoors,2023-04-08,2,865.69,5855,25984,False,2
Dress,Fashion,2023-05-07,4,767.03,3283,9651,True,1
Science Fiction,Books,2023-04-09,3,10.26,3283,9651,False,0
History,Books,2023-09-05,5,406.39,3283,9651,True,1
Headphones,Electronics,2023-07-15,1,350.68,5820,56356,True,0
Cookware,Home & Living,2022-11-03,5,169.88,5820,56356,True,1
Camera,Electronics,2023-09-06,3,960.95,5820,56356,True,2
Dining Table,Home & Living,2022-11-06,1,146.47,5093,91964,True,0
Basketball,Sports & Outdoors,2023-06-15,3,848.48,5093,91964,False,2
Sofa,Home & Living,2023-01-06,1,315.73,5093,91964,True,0
Dining Table,Home & Living,2022-11-21,2,550.46,5093,91964,False,2
Handbag,Fashion,2023-07-21,2,688.31,5093,91964,True,2
Cookware,Home & Living,2023-04-16,4,408.5,2231,68797,True,1
Yoga Mat,Sports & Outdoors,2023-03-13,5,830.76,2231,68797,True,1
Shirt,Fashion,2022-11-12,1,440.39,8900,97577,False,0
Body Lotion,Beauty & Health,2023-06-25,3,669.48,8900,97577,True,2
Camera,Electronics,2023-09-30,3,175.27,8900,97577,True,0
Biography,Books,2022-11-03,2,314.35,8199,22475,False,0
Smartphone,Electronics,2022-11-05,1,343.33,8199,22475,False,0
Camera,Electronics,2022-12-04,1,543.19,8199,22475,True,0
Smartphone,Electronics,2023-02-24,1,481.79,8199,22475,True,0
Nail Polish,Beauty & Health,2023-03-06,3,990.38,5336,71118,True,2
Lamp,Home & Living,2023-05-13,1,418.83,8600,44621,False,0
Cycling Helmet,Sports & Outdoors,2023-09-23,3,123.07,8600,44621,False,0
Headphones,Electronics,2022-11-12,3,81.77,8600,44621,True,0
Smartphone,Electronics,2023-04-27,2,704.64,8600,44621,False,2
Laptop,Electronics,2023-09-23,1,46.57,8600,44621,True,0
Shoes,Fashion,2023-10-01,2,500.46,6390,88879,False,0
Camping Tent,Sports & Outdoors,2022-12-20,1,204.7,5567,21716,True,0
Shirt,Fashion,2023-01-21,4,378.0,5567,21716,True,1
Cookware,Home & Living,2023-10-10,1,65.53,8507,45095,True,0
Laptop,Electronics,2023-07-24,1,839.98,8507,45095,True,2
Perfume,Beauty & Health,2023-03-13,5,574.28,8507,45095,False,1
Lipstick,Beauty & Health,2023-08-07,5,928.82,4128,34589,False,1
Yoga Mat,Sports & Outdoors,2023-07-21,2,934.1,4128,34589,False,2
Smartwatch,Electronics,2023-03-07,5,676.34,4128,34589,True,1
Handbag,Fashion,2023-07-20,1,779.74,4128,34589,False,2
Yoga Mat,Sports & Outdoors,2022-12-09,5,64.68,9581,73946,True,1
Dress,Fashion,2022-11-17,2,658.91,9581,73946,True,2
Dress,Fashion,2023-07-25,5,725.81,9581,73946,False,1
Handbag,Fashion,2022-11-25,5,106.4,9581,73946,True,1
Cycling Helmet,Sports & Outdoors,2023-08-16,5,967.34,9581,73946,False,1
Bed,Home & Living,2023-01-07,1,539.85,8364,24942,True,0
Perfume,Beauty & Health,2023-01-17,4,971.06,8364,24942,True,2
Dining Table,Home & Living,2023-03-24,3,274.87,8364,24942,False,0
Yoga Mat,Sports & Outdoors,2023-02-04,1,861.2,8364,24942,True,2
Basketball,Sports & Outdoors,2023-05-30,3,859.5,8364,24942,False,2
Bed,Home & Living,2023-08-18,2,255.9,4978,29295,True,0
Tennis Racket,Sports & Outdoors,2023-03-07,1,797.63,4978,29295,True,2
Perfume,Beauty & Health,2022-10-31,4,886.27,4978,29295,True,2
Shirt,Fashion,2023-04-27,1,287.57,5442,75895,True,0
Lamp,Home & Living,2023-01-02,1,231.82,5442,75895,False,0
Cycling Helmet,Sports & Outdoors,2022-12-26,3,496.8,5442,75895,False,0
Camera,Electronics,2023-08-06,4,427.33,5442,75895,False,1
Shampoo,Beauty & Health,2023-06-27,1,365.38,6731,82094,False,0
Shirt,Fashion,2023-01-06,4,121.53,6731,82094,True,1
Smartphone,Electronics,2023-04-28,2,769.58,4169,1572,True,2
Body Lotion,Beauty & Health,2023-01-04,5,321.18,4169,1572,True,1
Shoes,Fashion,2022-12-23,4,580.97,4169,1572,True,1
Science Fiction,Books,2023-04-08,1,112.58,7076,24985,False,0
Handbag,Fashion,2022-11-28,2,541.5,7076,24985,True,0
Yoga Mat,Sports & Outdoors,2023-06-28,1,100.57,6071,3513,False,0
Science Fiction,Books,2022-11-10,5,243.98,6071,3513,True,1
Smartwatch,Electronics,2023-06-04,4,906.16,3281,75854,False,2
Mystery Novel,Books,2023-03-05,4,162.14,3281,75854,False,1
Dining Table,Home & Living,2023-09-04,3,349.25,3281,75854,True,0
Dining Table,Home & Living,2023-09-15,4,477.88,3281,75854,True,1
Camping Tent,Sports & Outdoors,2023-08-20,5,224.41,3281,75854,False,1
Handbag,Fashion,2022-12-23,2,578.75,9266,89927,False,2
Sunglasses,Fashion,2023-06-21,1,922.11,9266,89927,True,2
Lamp,Home & Living,2023-02-25,2,916.48,9266,89927,False,2
Handbag,Fashion,2022-11-11,1,57.9,6358,46769,False,0
Cookware,Home & Living,2023-06-22,3,78.16,6358,46769,False,0
Biography,Books,2023-08-16,2,36.15,6358,46769,True,0
Shirt,Fashion,2023-06-07,2,343.94,6358,46769,True,0
Camping Tent,Sports & Outdoors,2023-06-21,3,438.63,6358,46769,False,0
Tennis Racket,Sports & Outdoors,2023-01-11,3,310.17,8410,98446,False,0
Dining Table,Home & Living,2023-04-06,1,708.95,8410,98446,True,2
History,Books,2022-11-26,1,358.48,7818,68297,True,0
Yoga Mat,Sports & Outdoors,2023-10-17,2,700.9,3090,82602,True,2
Shirt,Fashion,2023-05-05,4,41.25,3700,92492,False,1
Yoga Mat,Sports & Outdoors,2023-06-02,1,785.11,3700,92492,False,2
Headphones,Electronics,2023-04-11,4,756.1,3700,92492,False,1
Yoga Mat,Sports & Outdoors,2023-10-08,1,224.09,3700,92492,False,0
History,Books,2023-06-03,1,767.19,3700,92492,False,2
Shirt,Fashion,2023-03-03,2,577.14,6961,7464,False,2
Tennis Racket,Sports & Outdoors,2023-08-25,5,288.87,6961,7464,True,1
Dress,Fashion,2022-12-24,3,376.27,6961,7464,False,0
Sofa,Home & Living,2022-12-11,4,440.87,6961,7464,True,1
Bed,Home & Living,2023-10-04,3,114.25,6961,7464,True,0
Tennis Racket,Sports & Outdoors,2023-04-27,4,426.7,1589,9380,False,1
Shampoo,Beauty & Health,2023-02-19,5,399.12,1589,9380,False,1
Cookware,Home & Living,2023-06-05,1,258.36,1589,9380,True,0
Lamp,Home & Living,2023-04-19,4,753.67,6564,2146,False,1
Handbag,Fashion,2023-07-24,2,691.56,4228,64651,False,2
Lipstick,Beauty & Health,2023-10-02,4,368.82,4228,64651,False,1
Laptop,Electronics,2023-02-27,3,824.32,4228,64651,True,2
Nail Polish,Beauty & Health,2023-10-08,5,591.66,1379,57472,True,1
Dining Table,Home & Living,2023-01-02,5,732.34,1379,57472,False,1
Dining Table,Home & Living,2023-10-16,1,79.37,8137,9666,False,0
Science Fiction,Books,2023-10-22,2,848.06,8137,9666,True,2
Camera,Electronics,2023-04-24,4,101.27,8137,9666,True,1
Bed,Home & Living,2022-12-19,3,458.74,4873,68672,True,0
Sofa,Home & Living,2023-07-13,4,517.06,4873,68672,False,1
Lipstick,Beauty & Health,2023-08-07,5,393.84,4873,68672,True,1
Dress,Fashion,2023-04-06,5,999.01,4335,3740,True,1
Shoes,Fashion,2023-06-01,2,525.19,4335,3740,False,0
Handbag,Fashion,2023-08-08,3,433.88,3405,14113,True,0
Basketball,Sports & Outdoors,2023-08-01,1,874.07,3405,14113,True,2
History,Books,2023-04-06,2,313.39,3405,14113,True,0
Perfume,Beauty & Health,2023-04-01,4,317.22,1243,95738,False,1
Body Lotion,Beauty & Health,2023-08-23,1,187.64,4484,78133,True,0
Science Fiction,Books,2023-05-25,3,83.04,4484,78133,True,0
Smartphone,Electronics,2023-02-15,4,922.68,4484,78133,False,2
Cycling Helmet,Sports & Outdoors,2022-11-22,5,547.61,4484,78133,False,1
Sunglasses,Fashion,2023-04-22,1,927.25,9963,78986,True,2
Body Lotion,Beauty & Health,2023-08-18,4,663.92,9963,78986,False,1
Camping Tent,Sports & Outdoors,2023-08-01,2,354.98,9963,78986,True,0
History,Books,2023-07-10,4,169.21,9963,78986,True,1
Headphones,Electronics,2023-01-22,1,452.23,9963,78986,True,0
Body Lotion,Beauty & Health,2023-08-08,4,22.46,5154,16734,False,1
Dining Table,Home & Living,2023-07-03,1,160.41,5154,16734,False,0
Bed,Home & Living,2022-12-25,2,62.13,9525,57239,True,0
Lamp,Home & Living,2023-09-08,2,857.48,9525,57239,False,2
Headphones,Electronics,2023-04-14,5,23.02,8436,71956,False,1
Tennis Racket,Sports & Outdoors,2022-12-23,4,750.56,8436,71956,True,1
Dining Table,Home & Living,2023-05-16,2,843.63,8436,71956,True,2
Cookware,Home & Living,2023-07-10,3,77.89,8436,71956,True,0
Camping Tent,Sports & Outdoors,2022-12-26,2,835.51,1386,6791,True,2
History,Books,2023-01-06,5,665.4,1386,6791,False,1
Cycling Helmet,Sports & Outdoors,2023-05-09,3,41.38,1386,6791,False,0
Biography,Books,2023-05-03,2,60.53,1386,6791,True,0
Cycling Helmet,Sports & Outdoors,2023-04-05,4,313.67,1386,6791,True,1
Perfume,Beauty & Health,2023-08-21,4,33.05,6946,44542,False,1
History,Books,2023-03-13,5,419.32,6946,44542,False,1
Lamp,Home & Living,2022-11-27,1,154.63,6946,44542,False,0
Perfume,Beauty & Health,2023-10-10,2,123.58,6946,44542,True,0
Smartwatch,Electronics,2023-03-01,5,838.38,6946,44542,True,1
Smartphone,Electronics,2023-05-15,5,998.0,8510,37012,False,1
Lipstick,Beauty & Health,2023-01-15,5,90.41,8053,55923,False,1
Camping Tent,Sports & Outdoors,2023-03-09,5,916.88,8053,55923,True,1
History,Books,2023-09-08,1,677.27,8053,55923,False,2
Shirt,Fashion,2023-01-31,4,380.47,1824,85525,False,1
Science Fiction,Books,2023-07-10,2,268.96,1824,85525,True,0
Mystery Novel,Books,2023-10-22,2,554.04,1824,85525,True,2
Basketball,Sports & Outdoors,2023-03-02,1,439.69,1824,85525,False,0
Sunglasses,Fashion,2023-03-28,5,163.85,1408,16636,True,1
Basketball,Sports & Outdoors,2022-11-19,2,453.16,1408,16636,False,0
Nail Polish,Beauty & Health,2022-12-13,1,708.38,1408,16636,True,2
Bed,Home & Living,2023-01-10,5,244.14,1408,16636,True,1
Smartwatch,Electronics,2023-06-18,4,594.75,2840,66417,False,1
History,Books,2023-06-11,4,392.01,5890,27501,False,1
Camping Tent,Sports & Outdoors,2023-08-29,4,49.64,5890,27501,True,1
Shirt,Fashion,2023-02-12,4,843.2,5890,27501,False,2
Shoes,Fashion,2022-11-17,1,773.18,5890,27501,True,2
Perfume,Beauty & Health,2023-07-10,1,77.37,5890,27501,False,0
Lamp,Home & Living,2023-02-17,4,87.2,2178,2077,False,1
Perfume,Beauty & Health,2023-05-20,2,780.16,5250,2874,False,2
Cookware,Home & Living,2023-02-21,1,657.32,3232,35181,False,2
Yoga Mat,Sports & Outdoors,2023-05-01,2,581.24,5005,28496,False,2
Bed,Home & Living,2023-07-04,3,972.88,5005,28496,True,2
Dining Table,Home & Living,2023-03-05,5,573.18,5005,28496,True,1
Yoga Mat,Sports & Outdoors,2023-08-04,4,205.69,5005,28496,False,1
Camping Tent,Sports & Outdoors,2022-11-16,3,120.54,5005,28496,False,0
Sunglasses,Fashion,2022-10-31,5,774.35,3440,87482,True,1
Camping Tent,Sports & Outdoors,2022-12-13,4,985.52,3440,87482,False,2
Cookware,Home & Living,2023-03-12,2,863.09,3440,87482,False,2
Body Lotion,Beauty & Health,2023-08-13,5,423.51,2982,19585,False,1
Dress,Fashion,2023-09-16,1,316.12,2982,19585,True,0
Perfume,Beauty & Health,2023-03-28,1,818.53,3652,55002,False,2
Handbag,Fashion,2023-02-17,4,558.37,3652,55002,True,1
Handbag,Fashion,2023-08-20,5,608.85,2642,31740,True,1
Camera,Electronics,2022-10-30,4,425.08,1299,62109,True,1
Mystery Novel,Books,2023-08-16,1,438.01,5797,11306,True,0
Dress,Fashion,2023-09-20,2,611.9,5797,11306,True,2
Smartphone,Electronics,2023-09-06,5,508.48,9006,61453,True,1
Sofa,Home & Living,2022-11-14,4,805.0,9006,61453,True,2
Laptop,Electronics,2023-02-25,2,452.8,9006,61453,False,0
Lipstick,Beauty & Health,2023-07-09,2,688.67,9006,61453,True,2
Science Fiction,Books,2023-09-01,2,275.96,9006,61453,True,0
Sofa,Home & Living,2023-02-04,4,715.48,6601,92610,True,1
Headphones,Electronics,2023-10-15,4,44.91,3495,18431,False,1
Sofa,Home & Living,2023-07-29,2,391.76,3495,18431,True,0
Bed,Home & Living,2023-03-25,2,15.79,3495,18431,False,0
Smartphone,Electronics,2023-02-28,3,599.04,3495,18431,True,2
Camping Tent,Sports & Outdoors,2023-03-19,1,841.29,3495,18431,False,2
Lamp,Home & Living,2022-12-22,4,531.75,9221,79245,True,1
Cycling Helmet,Sports & Outdoors,2023-04-04,2,985.3,9221,79245,False,2
Lamp,Home & Living,2022-11-19,2,659.33,9221,79245,False,2
Sunglasses,Fashion,2023-05-17,1,809.6,9221,79245,False,2
Body Lotion,Beauty & Health,2022-11-29,3,575.0,9725,75901,True,2
Biography,Books,2022-12-26,4,326.95,9725,75901,True,1
Dress,Fashion,2023-06-05,2,629.65,9725,75901,True,2
Sunglasses,Fashion,2022-12-16,3,498.85,9725,75901,False,0
Basketball,Sports & Outdoors,2023-03-03,5,16.23,5035,42153,False,1
Nail Polish,Beauty & Health,2022-11-14,1,385.11,8846,95540,False,0
Camera,Electronics,2023-05-28,4,54.26,8846,95540,False,1
Bed,Home & Living,2023-08-23,2,236.07,8846,95540,True,0
Romance Novel,Books,2023-04-14,4,892.51,8846,95540,False,2
Camera,Electronics,2022-12-07,3,851.17,8846,95540,True,2
Shoes,Fashion,2022-12-26,2,661.09,9722,28159,True,2
Shampoo,Beauty & Health,2023-10-26,5,775.04,6278,14642,True,1
Lamp,Home & Living,2023-10-28,1,776.41,6376,86496,False,2
Mystery Novel,Books,2023-10-20,5,884.97,6376,86496,False,1
Biography,Books,2023-01-06,2,489.81,4616,99700,False,0
Camping Tent,Sports & Outdoors,2023-08-17,1,695.95,7113,45409,True,2
Smartphone,Electronics,2023-10-13,5,885.66,7113,45409,False,1
Laptop,Electronics,2023-07-23,1,68.77,7113,45409,True,0
Body Lotion,Beauty & Health,2023-01-28,4,809.61,8162,14212,True,2
Science Fiction,Books,2022-11-22,1,556.15,8162,14212,True,0
Lamp,Home & Living,2022-11-30,4,978.32,9631,21771,False,2
Camera,Electronics,2023-09-02,4,882.96,9631,21771,True,2
Perfume,Beauty & Health,2023-06-06,5,965.26,9631,21771,True,1
Cookware,Home & Living,2023-09-30,4,846.38,9631,21771,True,2
Dress,Fashion,2023-04-02,5,193.73,6403,89447,False,1
Cookware,Home & Living,2023-04-27,2,919.05,6403,89447,True,2
Body Lotion,Beauty & Health,2023-05-13,5,519.98,6403,89447,False,1
Shampoo,Beauty & Health,2023-09-02,2,564.66,6403,89447,False,2
Bed,Home & Living,2023-05-15,5,127.99,4890,5763,False,1
Lamp,Home & Living,2023-05-19,1,224.45,1601,41799,False,0
Headphones,Electronics,2023-02-25,5,662.83,1601,41799,False,1
Lamp,Home & Living,2023-02-22,1,519.78,1601,41799,False,0
Headphones,Electronics,2023-05-25,5,753.34,1601,41799,True,1
Dress,Fashion,2023-02-02,4,838.4,1601,41799,True,2
Biography,Books,2022-11-26,1,974.35,1284,89238,False,2
Shoes,Fashion,2023-05-08,1,365.31,1284,89238,True,0
Body Lotion,Beauty & Health,2023-05-16,5,393.33,1284,89238,False,1
Smartwatch,Electronics,2022-12-28,5,586.38,7696,51620,True,1
Smartwatch,Electronics,2022-11-21,3,645.34,7696,51620,False,2
Tennis Racket,Sports & Outdoors,2023-04-10,5,422.88,7696,51620,False,1
Handbag,Fashion,2022-12-18,4,161.7,7696,51620,False,1
Sofa,Home & Living,2023-03-08,5,784.71,7443,79662,True,1
Cycling Helmet,Sports & Outdoors,2023-07-31,1,389.69,7443,79662,True,0
Tennis Racket,Sports & Outdoors,2023-09-19,5,695.8,7443,79662,True,1
Perfume,Beauty & Health,2023-09-29,1,455.53,7443,79662,True,0
